City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
227,Nome,US,2022-06-23 13:14:31,64.5011,-165.4064,41.16,93,100,10.36,overcast clouds
228,Irbil,IQ,2022-06-23 13:10:37,36.1926,44.0106,98.08,16,0,7.31,clear sky
229,Katsuura,JP,2022-06-23 13:16:31,35.1333,140.3,72.05,96,84,4.56,broken clouds
230,Port Macquarie,AU,2022-06-23 13:16:31,-31.4333,152.9167,43.9,80,32,4.99,scattered clouds
231,Yerbogachen,RU,2022-06-23 13:16:31,61.2767,108.0108,69.22,64,98,1.81,overcast clouds
232,Bilma,NE,2022-06-23 13:16:32,18.6853,12.9164,107.15,7,66,3.22,broken clouds
233,Hargeysa,SO,2022-06-23 13:16:32,9.56,44.065,84.27,37,94,19.46,overcast clouds
234,Pevek,RU,2022-06-23 13:16:33,69.7008,170.3133,34.11,91,100,8.7,overcast clouds
235,Basco,PH,2022-06-23 13:16:33,20.4487,121.9702,85.77,76,12,14.83,few clouds
236,Riyadh,SA,2022-06-23 13:16:33,24.6877,46.7219,111.34,5,20,15.14,few clouds
237,Vila,PT,2022-06-23 13:16:34,42.0304,-8.1588,54.7,91,100,5.19,moderate rain
238,Vila Velha,BR,2022-06-23 13:16:34,-20.3297,-40.2925,80.55,73,0,10.36,clear sky
239,Dehloran,IR,2022-06-23 13:16:35,32.6941,47.2679,100.51,14,0,15.28,clear sky
240,Benguela,AO,2022-06-23 13:16:35,-12.5763,13.4055,74.71,68,22,8.7,few clouds
241,Mayfield,US,2022-06-23 13:16:35,36.7417,-88.6367,80.02,64,0,3.44,clear sky
242,Grieskirchen,AT,2022-06-23 13:16:36,48.2333,13.8333,82.96,60,9,8.21,clear sky
243,Ambovombe,MG,2022-06-23 13:16:36,-25.1667,46.0833,69.93,49,0,18.72,clear sky
244,Hasaki,JP,2022-06-23 13:16:37,35.7333,140.8333,72.28,93,99,7.54,overcast clouds
245,Touros,BR,2022-06-23 13:12:15,-5.1989,-35.4608,83.5,65,58,11.07,broken clouds
246,Waipawa,NZ,2022-06-23 13:16:37,-41.4122,175.5153,38.86,84,8,5.17,clear sky
247,Fairbanks,US,2022-06-23 13:16:38,64.8378,-147.7164,60.8,71,100,9.22,smoke
248,Bol,TD,2022-06-23 13:16:38,13.4586,14.7147,82.33,68,4,14.94,clear sky
249,San Andres,CO,2022-06-23 13:14:13,12.5847,-81.7006,77.02,100,100,13.8,overcast clouds
250,Taoudenni,ML,2022-06-23 13:16:39,22.6783,-3.9836,113.07,9,6,9.44,clear sky
251,Leningradskiy,RU,2022-06-23 13:16:39,69.3833,178.4167,50.36,56,18,9.33,few clouds
252,Qaqortoq,GL,2022-06-23 13:16:40,60.7167,-46.0333,49.21,42,100,6.15,overcast clouds
253,Severo-Kurilsk,RU,2022-06-23 13:16:40,50.6789,156.125,46.0,96,75,15.35,broken clouds
254,Azul,AR,2022-06-23 13:16:40,-36.777,-59.8585,38.34,62,100,4.59,overcast clouds
255,Churachandpur,IN,2022-06-23 13:16:41,24.3333,93.6667,69.39,97,96,2.59,overcast clouds
256,Port Alfred,ZA,2022-06-23 13:14:35,-33.5906,26.891,69.13,52,100,12.84,overcast clouds
257,Haverfordwest,GB,2022-06-23 13:16:42,51.8017,-4.9691,67.59,68,10,4.97,clear sky
258,Caravelas,BR,2022-06-23 13:16:42,-17.7125,-39.2481,78.78,69,78,2.39,broken clouds
259,Portobelo,PA,2022-06-23 13:16:42,9.55,-79.65,81.1,84,99,5.99,overcast clouds
260,Padang,ID,2022-06-23 13:16:43,-0.9492,100.3543,75.25,90,100,3.06,light rain
261,Bambanglipuro,ID,2022-06-23 13:16:43,-7.95,110.2833,77.77,87,26,10.89,scattered clouds
262,Ipameri,BR,2022-06-23 13:11:58,-17.7219,-48.1597,76.19,37,78,10.83,broken clouds
263,Kalmunai,LK,2022-06-23 13:16:44,7.4167,81.8167,84.04,75,98,8.5,overcast clouds
264,Antalaha,MG,2022-06-23 13:16:45,-14.9003,50.2788,75.24,58,0,13.85,clear sky
265,Along,IN,2022-06-23 13:16:45,28.1667,94.7667,76.59,98,97,0.76,overcast clouds
266,Alofi,NU,2022-06-23 13:16:45,-19.0595,-169.9187,71.49,73,100,8.05,overcast clouds
267,Esso,RU,2022-06-23 13:16:46,55.9333,158.7,50.09,89,3,4.88,clear sky
268,Lata,PT,2022-06-23 13:16:46,40.1629,-8.3327,63.07,58,96,6.73,overcast clouds
269,Phan Thiet,VN,2022-06-23 13:16:46,10.9333,108.1,80.08,85,99,1.5,overcast clouds
270,Eravur,LK,2022-06-23 13:16:47,7.7733,81.6095,84.16,70,100,9.35,overcast clouds
271,Saint-Pierre,RE,2022-06-23 13:16:47,-21.3393,55.4781,74.91,64,100,9.22,overcast clouds
272,Tarut,SA,2022-06-23 13:16:48,26.5733,50.0369,106.02,48,6,10.8,clear sky
273,Ravar,IR,2022-06-23 13:16:48,31.2656,56.8055,103.71,5,49,10.4,scattered clouds
274,Gotsu,JP,2022-06-23 13:16:49,35.0,132.2167,79.43,71,100,9.64,moderate rain
275,Kholodnyy,RU,2022-06-23 13:17:49,62.7167,147.95,53.22,73,100,2.98,overcast clouds
276,Makakilo City,US,2022-06-23 13:17:50,21.3469,-158.0858,74.01,77,0,6.91,clear sky
277,Luhyny,UA,2022-06-23 13:17:50,51.082,28.4006,69.67,57,73,11.16,broken clouds
278,Husavik,IS,2022-06-23 13:17:50,66.0449,-17.3389,40.57,83,82,16.26,broken clouds
279,Luwuk,ID,2022-06-23 13:17:51,-0.9516,122.7875,77.54,91,39,3.36,scattered clouds
280,Oskarshamn,SE,2022-06-23 13:17:51,57.2645,16.4484,81.99,43,13,4.12,few clouds
281,Lompoc,US,2022-06-23 13:15:20,34.6391,-120.4579,53.74,100,100,0.0,fog
282,Aswan,EG,2022-06-23 13:17:52,24.0934,32.907,103.35,10,0,12.19,clear sky
283,Saint-Augustin,CA,2022-06-23 13:17:53,51.226,-58.6502,61.43,64,100,18.14,overcast clouds
284,Miraflores,MX,2022-06-23 13:17:53,19.2167,-98.8083,56.05,82,100,1.66,overcast clouds
285,Bengkulu,ID,2022-06-23 13:17:53,-3.8004,102.2655,77.65,85,100,4.18,overcast clouds
286,Kirkuk,IQ,2022-06-23 13:17:54,35.4681,44.3922,99.61,15,0,10.54,clear sky
287,Nueva Gerona,CU,2022-06-23 13:17:55,21.8833,-82.8,80.92,73,26,8.21,scattered clouds
288,Sorland,NO,2022-06-23 13:17:55,67.667,12.6934,51.66,82,75,24.16,broken clouds
289,Victoria,HK,2022-06-23 13:15:39,22.2855,114.1577,87.19,80,1,5.99,clear sky
290,Carnarvon,AU,2022-06-23 13:17:56,-24.8667,113.6333,69.89,65,0,12.26,clear sky
291,Ca Mau,VN,2022-06-23 13:17:56,9.1769,105.15,80.58,83,96,3.38,overcast clouds
292,Aneho,TG,2022-06-23 13:17:56,6.2333,1.6,82.81,68,75,10.09,broken clouds
293,Paraiso,CR,2022-06-23 13:17:57,9.8383,-83.8656,68.95,98,11,1.83,few clouds
294,Xining,CN,2022-06-23 13:17:57,36.6167,101.7667,67.75,49,46,5.39,scattered clouds
295,Cairns,AU,2022-06-23 13:17:58,-16.9167,145.7667,70.11,86,75,8.05,broken clouds
296,Belmonte,BR,2022-06-23 13:17:58,-15.8631,-38.8828,77.68,73,44,3.89,scattered clouds
297,Samarai,PG,2022-06-23 13:17:59,-10.6167,150.6667,78.94,85,100,14.47,overcast clouds
298,Nuuk,GL,2022-06-23 13:17:59,64.1835,-51.7216,36.21,93,100,2.3,fog
299,Sawang Daen Din,TH,2022-06-23 13:18:00,17.4753,103.4575,90.1,99,17,0.72,few clouds
300,Coahuayana,MX,2022-06-23 13:18:00,18.7333,-103.6833,76.5,87,100,4.12,overcast clouds
301,Vao,NC,2022-06-23 13:18:00,-22.6667,167.4833,71.58,72,100,7.76,light rain
302,Trairi,BR,2022-06-23 13:18:01,-3.2778,-39.2689,81.27,70,97,9.17,overcast clouds
303,Hofn,IS,2022-06-23 13:18:01,64.2539,-15.2082,51.82,40,75,14.97,broken clouds
304,Vostok,RU,2022-06-23 13:18:02,46.4856,135.8833,56.46,99,100,4.03,moderate rain
305,Venezuela,VE,2022-06-23 13:18:03,8.0,-66.0,81.54,72,7,14.5,clear sky
306,Ugoofaaru,MV,2022-06-23 13:18:03,5.6667,73.0,83.41,75,78,13.56,broken clouds
307,Tomatlan,MX,2022-06-23 13:18:04,19.9333,-105.25,75.27,89,100,2.57,overcast clouds
308,Grajau,BR,2022-06-23 13:18:04,-5.8194,-46.1386,83.86,46,6,10.58,clear sky
309,Murdochville,CA,2022-06-23 13:18:05,48.9583,-65.5006,54.48,52,25,13.33,scattered clouds
310,Sabang,ID,2022-06-23 13:18:05,5.8933,95.3214,78.73,82,100,23.04,overcast clouds
311,Inirida,CO,2022-06-23 13:18:06,3.8653,-67.9239,74.39,95,96,2.04,moderate rain
312,Port Keats,AU,2022-06-23 13:18:06,-14.25,129.55,70.99,31,83,7.56,broken clouds
313,Chabahar,IR,2022-06-23 13:18:06,25.2919,60.643,84.87,76,0,12.93,clear sky
314,Ponta Delgada,PT,2022-06-23 13:18:07,37.7333,-25.6667,68.72,77,20,8.05,few clouds
315,Fukuma,JP,2022-06-23 13:18:07,33.7667,130.4667,83.28,79,100,15.55,overcast clouds
316,Hovd,MN,2022-06-23 13:18:08,48.0056,91.6419,84.65,15,46,4.79,scattered clouds
317,Vikindu,TZ,2022-06-23 13:18:08,-7.0067,39.2985,80.13,52,6,15.37,clear sky
318,George,ZA,2022-06-23 13:18:09,-33.963,22.4617,54.95,94,100,11.5,light rain
319,Komsomolskiy,UZ,2022-06-23 13:18:09,40.4272,71.7189,86.72,30,100,2.3,overcast clouds
320,Ngunguru,NZ,2022-06-23 13:18:09,-35.6167,174.5,57.69,75,46,14.29,scattered clouds
321,Ancud,CL,2022-06-23 13:18:33,-41.8697,-73.8203,37.22,84,2,7.81,clear sky
322,Filadelfia,US,2022-06-23 13:18:28,39.9523,-75.1638,67.14,89,100,6.91,light rain
323,Milledgeville,US,2022-06-23 13:19:10,33.0801,-83.2321,86.99,62,0,0.0,clear sky
324,Karratha,AU,2022-06-23 13:19:11,-20.7377,116.8463,73.54,48,0,4.16,light rain
325,Xam Nua,LA,2022-06-23 13:19:11,20.4197,104.0439,68.5,97,99,1.32,heavy intensity rain
326,Port Maria,JM,2022-06-23 13:19:12,18.3685,-76.8895,84.06,83,51,5.17,broken clouds
327,Phetchabun,TH,2022-06-23 13:19:12,16.25,101.0833,83.3,69,100,4.45,overcast clouds
328,Moindou,NC,2022-06-23 13:19:12,-21.6924,165.677,69.33,76,100,2.77,overcast clouds
329,Port Blair,IN,2022-06-23 13:19:13,11.6667,92.75,81.55,78,100,10.71,overcast clouds
330,Vavuniya,LK,2022-06-23 13:19:13,8.7514,80.4971,81.88,67,100,7.7,overcast clouds
331,Ambilobe,MG,2022-06-23 13:19:14,-13.2,49.05,83.17,32,2,2.59,clear sky
332,Mount Pleasant,US,2022-06-23 13:14:21,32.7941,-79.8626,84.18,70,0,9.22,clear sky
333,Esperance,AU,2022-06-23 13:19:14,-33.8667,121.9,59.27,78,100,10.51,overcast clouds
334,Odweyne,SO,2022-06-23 13:19:15,9.4092,45.064,83.17,42,29,24.0,scattered clouds
335,Nishihara,JP,2022-06-23 13:19:15,26.1842,127.7558,82.06,89,20,9.22,few clouds
336,Lichtenburg,ZA,2022-06-23 13:19:16,-26.152,26.1597,56.53,60,100,14.45,overcast clouds
337,Tuatapere,NZ,2022-06-23 13:19:16,-46.1333,167.6833,41.07,86,93,6.76,overcast clouds
338,Teya,RU,2022-06-23 13:19:16,60.3778,92.6267,68.4,52,100,5.35,overcast clouds
339,Aljezur,PT,2022-06-23 13:19:17,37.3191,-8.8033,71.17,64,43,12.3,scattered clouds
340,Lashio,MM,2022-06-23 13:19:18,22.9333,97.75,69.75,97,100,2.08,overcast clouds
341,Pisco,PE,2022-06-23 13:14:46,-13.7,-76.2167,59.05,77,100,10.36,smoke
342,Coos Bay,US,2022-06-23 13:19:19,43.3665,-124.2179,54.32,97,0,3.44,clear sky
343,Pingxiang,CN,2022-06-23 13:18:41,27.6167,113.85,80.67,80,100,4.59,overcast clouds
344,Eldorado,BR,2022-06-23 13:19:20,-23.7869,-54.2836,71.87,66,1,6.55,clear sky
345,Olinda,BR,2022-06-23 13:14:29,-8.0089,-34.8553,80.33,78,40,14.97,scattered clouds
346,Labuhan,ID,2022-06-23 13:19:21,-6.8844,112.2051,78.96,84,95,6.2,overcast clouds
347,Machiques,VE,2022-06-23 13:19:22,10.0644,-72.545,81.32,69,34,3.91,scattered clouds
348,Pyinmana,MM,2022-06-23 13:19:23,19.7333,96.2167,76.84,90,100,6.11,light rain
349,Paamiut,GL,2022-06-23 13:19:23,61.994,-49.6678,37.18,90,88,14.79,overcast clouds
350,Namibe,AO,2022-06-23 13:19:24,-15.1961,12.1522,70.65,58,0,7.34,clear sky
351,Road Town,VG,2022-06-23 13:19:24,18.4167,-64.6167,86.04,66,40,8.05,scattered clouds
352,Kulhudhuffushi,MV,2022-06-23 13:19:25,6.6221,73.07,83.23,77,100,14.61,overcast clouds
353,Barra Do Garcas,BR,2022-06-23 13:18:15,-15.89,-52.2567,77.58,47,0,2.3,clear sky
354,Chadiza,ZM,2022-06-23 13:19:25,-14.0678,32.4392,73.18,32,16,7.11,few clouds
355,Hamilton,US,2022-06-23 13:16:45,39.1834,-84.5333,74.86,74,0,11.5,clear sky
356,Zlotoryja,PL,2022-06-23 13:19:26,51.1264,15.9198,83.68,35,0,7.92,clear sky
357,Kui Buri,TH,2022-06-23 13:19:26,12.0828,99.8543,82.22,79,100,5.7,overcast clouds
358,San Patricio,US,2022-06-23 13:19:27,28.017,-97.5169,83.84,82,5,4.68,clear sky
359,Umm Lajj,SA,2022-06-23 13:19:27,25.0213,37.2685,85.68,62,0,13.42,clear sky
360,Camacupa,AO,2022-06-23 13:19:27,-12.0167,17.4833,81.79,27,15,4.23,few clouds
361,Araouane,ML,2022-06-23 13:19:28,18.9048,-3.5265,105.21,14,62,7.4,broken clouds
362,Muncar,ID,2022-06-23 13:19:28,-8.4333,114.3333,77.27,87,44,9.62,scattered clouds
363,Charters Towers,AU,2022-06-23 13:19:29,-20.1,146.2667,57.88,79,0,7.99,clear sky
364,Marsh Harbour,BS,2022-06-23 13:19:29,26.5412,-77.0636,76.77,61,100,2.71,overcast clouds
365,Poplar Bluff,US,2022-06-23 13:19:30,36.757,-90.3929,80.38,67,0,8.05,clear sky
366,Bafoussam,CM,2022-06-23 13:19:30,5.4737,10.4179,71.4,77,35,4.88,light rain
367,Birin,NP,2022-06-23 13:19:30,26.8865,88.0718,66.54,94,77,0.65,moderate rain
368,Berlevag,NO,2022-06-23 13:19:31,70.8578,29.0864,57.2,81,100,16.11,overcast clouds
369,Rutana,BI,2022-06-23 13:19:31,-3.8667,30.1,72.03,35,62,5.5,broken clouds
370,Bahia Blanca,AR,2022-06-23 13:39:38,-38.7196,-62.2724,42.67,59,100,4.63,overcast clouds
371,Carballo,ES,2022-06-23 13:39:39,43.213,-8.691,67.91,82,85,6.55,overcast clouds
372,Hobyo,SO,2022-06-23 13:39:39,5.3505,48.5268,79.88,71,100,24.52,light rain
373,Senneterre,CA,2022-06-23 13:39:40,48.3835,-77.2328,63.82,54,0,4.74,clear sky
374,Margate,GB,2022-06-23 13:39:40,51.3813,1.3862,75.11,77,9,6.64,clear sky
375,Manggar,ID,2022-06-23 13:39:41,-2.8833,108.2667,80.28,82,100,8.52,overcast clouds
376,Lazaro Cardenas,MX,2022-06-23 13:39:11,17.9583,-102.2,75.69,88,100,5.35,overcast clouds
377,Lorengau,PG,2022-06-23 13:39:41,-2.0226,147.2712,82.06,74,100,7.72,overcast clouds
378,Porterville,US,2022-06-23 13:35:24,36.0652,-119.0168,77.76,53,0,3.33,clear sky
379,Tezu,IN,2022-06-23 13:39:42,27.9167,96.1667,76.82,97,89,3.36,overcast clouds
380,Rock Sound,BS,2022-06-23 13:39:42,24.9,-76.2,78.6,68,100,6.42,overcast clouds
381,Shetpe,KZ,2022-06-23 13:39:43,44.1667,52.1167,91.45,21,66,14.12,broken clouds
382,Adelaide,AU,2022-06-23 13:35:51,-34.9333,138.6,60.93,64,0,16.11,clear sky
383,Ulladulla,AU,2022-06-23 13:39:43,-35.35,150.4667,55.8,68,54,11.12,broken clouds
384,Petauke,ZM,2022-06-23 13:39:44,-14.2426,31.3253,73.9,31,6,5.99,clear sky
385,Kaeo,NZ,2022-06-23 13:39:44,-35.1,173.7833,53.33,95,96,7.83,overcast clouds
386,Inuvik,CA,2022-06-23 13:39:44,68.3499,-133.7218,57.96,56,75,4.61,broken clouds
387,Tazovskiy,RU,2022-06-23 13:39:45,67.4667,78.7,77.14,35,44,10.98,scattered clouds
388,Itarema,BR,2022-06-23 13:39:45,-2.9248,-39.9167,82.98,66,61,11.99,broken clouds
389,Celestun,MX,2022-06-23 13:39:45,20.8667,-90.4,80.24,73,49,6.89,scattered clouds
390,High Level,CA,2022-06-23 13:39:46,58.5169,-117.136,53.71,94,75,5.75,broken clouds
391,Mongu,ZM,2022-06-23 13:39:46,-15.2484,23.1274,82.24,17,8,4.94,clear sky
392,Avanigadda,IN,2022-06-23 13:39:46,16.0215,80.9181,86.97,64,97,9.01,overcast clouds
393,Akonolinga,CM,2022-06-23 13:39:47,3.7667,12.25,85.8,48,87,1.45,overcast clouds
394,Amuntai,ID,2022-06-23 13:39:47,-2.4177,115.2494,74.23,98,100,2.91,light rain
395,Ambon,ID,2022-06-23 13:39:48,-3.6954,128.1814,77.14,16,40,8.05,scattered clouds
396,Babu,CN,2022-06-23 13:39:48,24.4167,111.5167,78.69,84,100,2.21,overcast clouds
397,Acajutla,SV,2022-06-23 13:39:49,13.5928,-89.8275,80.71,67,93,2.84,overcast clouds
398,Antofagasta,CL,2022-06-23 13:39:49,-23.65,-70.4,56.48,53,100,3.91,overcast clouds
399,Charlottetown,CA,2022-06-23 13:39:11,46.2352,-63.1267,66.56,72,20,6.91,few clouds
400,Pamanukan,ID,2022-06-23 13:39:50,-6.2842,107.8106,76.8,85,100,5.48,overcast clouds
401,Khuzhir,RU,2022-06-23 13:39:50,53.1939,107.3397,51.51,74,100,5.99,overcast clouds
402,Svetlaya,RU,2022-06-23 13:39:50,46.5389,138.3297,53.55,99,100,6.8,overcast clouds
403,Kaitangata,NZ,2022-06-23 13:39:51,-46.2817,169.8464,34.68,69,0,5.37,clear sky
404,Sao Joao Dos Patos,BR,2022-06-23 13:39:51,-6.495,-43.7022,80.89,55,99,9.31,overcast clouds
405,Marsaxlokk,MT,2022-06-23 13:39:51,35.8419,14.5431,90.21,35,0,12.66,clear sky
406,Illapel,CL,2022-06-23 13:39:52,-31.6308,-71.1653,58.42,58,100,8.21,overcast clouds
407,Pontal Do Parana,BR,2022-06-23 13:36:13,-25.6533,-48.5128,78.76,55,1,4.36,clear sky
408,Tornio,FI,2022-06-23 13:39:52,65.8481,24.1466,57.22,77,54,13.13,broken clouds
409,Mercedes,AR,2022-06-23 13:39:53,-34.6515,-59.4307,45.64,58,7,9.57,clear sky
410,Vanimo,PG,2022-06-23 13:39:53,-2.6741,141.3028,79.63,85,60,4.76,broken clouds
411,Belaya Gora,RU,2022-06-23 13:39:53,68.5333,146.4167,41.92,44,38,10.54,scattered clouds
412,Zelenyy Bor,RU,2022-06-23 13:39:54,53.6667,91.6667,87.82,58,17,4.99,few clouds
413,Los Chiles,CR,2022-06-23 13:39:54,11.0333,-84.7167,76.46,90,83,4.41,broken clouds
414,Hualmay,PE,2022-06-23 13:39:54,-11.0964,-77.6139,63.39,75,63,9.91,broken clouds
415,Verkhnyaya Toyma,RU,2022-06-23 13:39:55,62.2349,44.9985,70.07,37,19,9.22,few clouds
416,Harper,LR,2022-06-23 13:39:55,4.375,-7.7169,77.83,85,100,9.42,light rain
417,Chapais,CA,2022-06-23 13:40:56,49.7834,-74.8492,53.38,47,28,4.97,scattered clouds
418,Hay River,CA,2022-06-23 13:40:56,60.8156,-115.7999,53.56,71,40,4.61,scattered clouds
419,Kodinsk,RU,2022-06-23 13:40:57,58.6881,99.1844,64.04,60,35,3.06,scattered clouds
420,Kuching,MY,2022-06-23 13:39:08,1.55,110.3333,77.22,94,20,3.44,light rain
421,Balykshi,KZ,2022-06-23 13:40:57,47.0667,51.8667,100.4,15,0,8.95,clear sky
422,Saint-Joseph,RE,2022-06-23 13:40:58,-21.3667,55.6167,68.38,73,94,13.96,overcast clouds
423,Souillac,MU,2022-06-23 13:40:03,-20.5167,57.5167,70.18,78,75,16.11,broken clouds
424,Santa Cruz,BO,2022-06-23 13:40:58,-17.8,-63.1667,66.25,48,75,16.11,broken clouds
425,Zuenoula,CI,2022-06-23 13:40:59,7.4292,-6.0431,81.21,78,98,3.0,light rain
426,Panama City,PA,2022-06-23 13:38:16,8.9936,-79.5197,84.43,86,75,6.91,broken clouds
427,Kalakamati,BW,2022-06-23 13:40:59,-20.5929,27.3121,72.86,24,0,2.17,clear sky
428,Buala,SB,2022-06-23 13:41:00,-8.145,159.5921,79.47,83,34,6.67,light rain
429,Progreso,MX,2022-06-23 13:41:00,21.2833,-89.6667,82.11,73,15,5.55,few clouds
430,Buin,CL,2022-06-23 13:41:01,-33.7333,-70.75,52.74,92,100,4.52,light rain
431,Bangassou,CF,2022-06-23 13:41:01,4.7413,22.8184,84.0,64,100,2.89,overcast clouds
432,Marzuq,YE,2022-06-23 13:41:02,14.4,46.4667,92.07,31,93,14.14,overcast clouds
433,Eureka,US,2022-06-23 13:41:02,40.8021,-124.1637,55.2,84,3,1.01,clear sky
434,Dryden,CA,2022-06-23 13:38:30,49.7833,-92.7503,68.29,73,40,3.44,scattered clouds
435,Dolinsk,RU,2022-06-23 13:41:03,47.35,142.8,53.56,99,100,6.62,overcast clouds
436,Bitung,ID,2022-06-23 13:41:03,1.4451,125.1824,76.05,79,8,2.28,clear sky
437,Saint Anthony,US,2022-06-23 13:41:04,45.0205,-93.218,78.22,58,0,9.22,clear sky
438,Umea,SE,2022-06-23 13:41:04,63.8284,20.2597,66.13,77,75,12.66,broken clouds
439,Najran,SA,2022-06-23 13:41:05,17.4924,44.1277,102.85,8,46,14.83,scattered clouds
440,Cabedelo,BR,2022-06-23 13:41:05,-6.9811,-34.8339,81.27,75,47,13.0,scattered clouds
441,Coihaique,CL,2022-06-23 13:39:01,-45.5752,-72.0662,13.95,92,0,3.44,clear sky
442,Mareeba,AU,2022-06-23 13:41:06,-17.0,145.4333,65.12,98,11,2.26,few clouds
443,Mount Gambier,AU,2022-06-23 13:41:06,-37.8333,140.7667,53.51,94,75,6.91,shower rain
444,Birao,CF,2022-06-23 13:41:07,10.2849,22.7882,96.73,32,13,7.81,few clouds
445,Batemans Bay,AU,2022-06-23 13:41:07,-35.7167,150.1833,51.1,81,83,7.02,broken clouds
446,Pringsewu,ID,2022-06-23 13:41:07,-5.3582,104.9744,73.58,97,100,0.27,overcast clouds
447,Tura,IN,2022-06-23 13:37:13,25.5198,90.2201,74.53,96,32,6.15,scattered clouds
448,Suluq,LY,2022-06-23 13:41:08,31.6682,20.2521,93.6,27,0,19.71,clear sky
449,Petionville,HT,2022-06-23 13:41:09,18.5125,-72.2853,80.29,74,40,8.05,scattered clouds
450,San Jose,US,2022-06-23 13:40:44,37.3394,-121.895,66.2,76,20,6.91,few clouds
451,Balagansk,RU,2022-06-23 13:41:09,54.0103,103.0544,60.28,89,94,6.89,overcast clouds
452,Canicatti,IT,2022-06-23 13:41:10,37.3589,13.8504,101.88,17,2,13.58,clear sky
453,Alta Floresta,BR,2022-06-23 13:41:10,-9.8756,-56.0861,84.02,58,0,3.44,clear sky
